Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap
176,Dash,DASH,$40.75,0.04%,-2.35%,-3.35%,89.29%,"$110,372,036","12,460,467.07913979","12,461,843.7335526","$507,802,495"
177,Binance-Peg Dogecoin,DOGE,$0.196989,0.30%,0.96%,6.98%,-19.48%,"$4,111,739","2,564,567,010.36236191","2,564,567,010.36236191","$505,440,107"
178,TrueUSD,TUSD,$0.997234,-0.18%,-0.19%,-0.23%,-0.23%,"$8,593,553","494,515,083","494,515,083","$493,130,572"
179,BitTorrent,BTT,$0.0000005,0.01%,0.25%,0.60%,-17.67%,"$10,217,172","986,061,142,857,000","990,000,000,000,000","$489,937,631"
180,Raydium,RAY,$1.8,0.49%,1.85%,4.17%,-35.41%,"$29,627,806","268,149,540.36763999","555,000,000","$483,420,263"
181,USDD,USDD,$1,0.01%,0.03%,-0.02%,0.00%,"$2,604,733","478,041,543","478,041,543","$478,080,313"
182,ether.fi Staked ETH,EETH,"$3,901.25",0.35%,1.73%,2.01%,-6.29%,"$37,299","121,413.21494338","2,804,381.9047434","$473,653,446"
183,Steakhouse USDC Morpho Vault,STEAKUSDC,$1.11,-0.01%,0.02%,0.08%,0.39%,$0,"425,603,370.46393198","425,603,370.46393198","$470,348,260"
184,SwissBorg,BORG,$0.477486,-0.65%,2.73%,6.43%,6.05%,"$786,894","982,252,443.44200003","982,252,443.44200003","$468,206,220"
185,Vaulta,A,$0.292721,-0.04%,1.68%,3.89%,-30.90%,"$27,223,510","1,599,168,534.17000008","2,100,000,000","$468,197,533"
186,Decentraland,MANA,$0.24117,-0.07%,2.71%,6.23%,-18.14%,"$24,784,147","1,919,155,637.86388779","2,193,179,327.32014608","$462,750,604"
187,BENQI Liquid Staked AVAX,SAVAX,$23.99,0.17%,1.13%,-1.85%,-43.23%,"$1,984,753","19,168,541.36098511","19,168,541.36098511","$460,225,243"
188,Arbitrum Bridged Wrapped eETH (Arbitrum),WEETH,"$4,241.22",0.15%,2.43%,2.80%,-5.36%,"$261,825","107,967.33205458","107,967.33205458","$457,893,446"
189,Aster Staked BNB,ASBNB,"$1,176.55",0.17%,-0.13%,3.89%,9.72%,"$228,554","387,739.15942367","387,739.15942367","$456,527,416"
190,Synthetix,SNX,$1.33,2.97%,4.72%,-5.75%,70.82%,"$109,368,112","343,466,216.99839866","343,889,850.09677362","$454,314,571"
191,Flow,FLOW,$0.27446,0.19%,0.20%,2.24%,-23.67%,"$5,487,896","1,617,428,324.72467804","1,617,428,324.72467804","$443,912,796"
192,ApeCoin,APE,$0.483296,-0.23%,14.87%,24.41%,-11.12%,"$163,115,542","908,664,773","1,000,000,000","$439,603,484"
193,Mantle Restaked ETH,CMETH,"$4,235.41",0.06%,2.15%,2.73%,-5.45%,"$7,125,792","103,635.28306876","103,635.28306876","$439,017,501"
194,Sun Token,SUN,$0.02271247,-0.13%,-1.64%,0.17%,-22.05%,"$24,419,620","19,173,408,826.01317978","19,900,730,000","$435,518,230"
195,Jito,JTO,$1.11,0.65%,1.70%,-5.09%,-33.24%,"$20,675,659","392,419,598.69999999","1,000,000,000","$435,506,811"
196,Bitcoin SV,BSV,$21.66,0.39%,1.47%,1.20%,-12.02%,"$9,711,408","19,937,734.375","19,937,884.375","$431,980,344"
197,AI Companions,AIC,$0.427821,-0.60%,-2.87%,11.26%,20.60%,"$6,171,202","1,000,000,000","1,000,000,000","$428,575,048"
198,Polygon PoS Bridged WETH (Polygon POS),WETH,"$3,931.65",0.18%,2.31%,2.61%,-5.83%,"$12,589,012","108,688.73250752","108,688.73250752","$427,253,557"
199,EigenCloud (prev. EigenLayer),EIGEN,$1.088,-0.04%,0.33%,-6.74%,-41.26%,"$54,892,536","389,735,822.096573","1,758,304,584.37622499","$424,257,357"
200,GHO,GHO,$0.999718,-0.00%,0.01%,-0.02%,0.06%,"$13,681,621","422,761,811.80928397","422,761,811.80928397","$422,643,870"
201,Maple Finance,SYRUP,$0.376668,-0.23%,1.35%,-0.77%,-9.20%,"$23,597,769","1,117,604,386.11064124","1,216,127,147.99856305","$421,013,654"
202,Zora,ZORA,$0.092741,-0.56%,1.68%,-6.63%,47.29%,"$113,582,765","4,469,999,998","10,000,000,000","$414,369,995"
203,Aethir,ATH,$0.02908964,0.04%,-0.09%,0.36%,-53.61%,"$27,174,529","14,234,731,752","42,000,000,000","$414,255,894"
204,USDB,USDB,$0.996378,-0.81%,1.69%,0.07%,0.24%,"$36,114","406,046,631.56070048","406,046,631.56070048","$408,050,173"
205,AINFT,NFT,$0.00000041,-0.01%,0.40%,0.37%,-5.72%,"$2,940,530","990,105,667,256,391.5","990,105,667,256,391.5","$407,211,470"
206,Ribbita by Virtuals,TIBBIR,$0.408511,5.15%,15.50%,78.27%,67.55%,"$5,873,322","1,000,000,000","1,000,000,000","$403,350,915"
207,Frax Ether,FRXETH,"$3,897.97",-0.07%,2.32%,2.59%,-6.09%,"$401,271","103,353.80654932","103,353.80654932","$402,870,050"
208,Vision,VSN,$0.118156,-0.00%,2.81%,10.28%,-23.37%,"$1,309,512","3,360,755,834.3530488","4,200,000,000","$397,158,002"
211,Ape and Pepe,APEPE,$0.00000185,2.78%,-0.85%,34.97%,97.82%,"$19,210,344","210,000,000,000,000","210,000,000,000,000","$389,003,772"
209,Falcon Finance,FF,$0.165618,-0.92%,7.23%,35.62%,,"$85,094,559","2,340,000,000","10,000,000,000","$387,947,236"
210,OriginTrail,TRAC,$0.76948,-1.94%,11.34%,11.00%,130.61%,"$9,443,443","499,546,955.602","500,000,000","$385,617,308"
212,Merlin Chain,MERL,$0.390145,-0.10%,7.27%,21.82%,15.47%,"$148,716,174","978,958,758","2,100,000,000","$382,130,083"
214,Satoshi Stablecoin,SATUSD,$1.002,0.67%,-0.00%,0.29%,0.55%,"$550,944","380,450,067.76339328","380,450,067.76339328","$381,136,274"
213,Wrapped HYPE,WHYPE,$39.23,0.22%,-0.24%,10.59%,-13.80%,"$120,111,429","9,714,724.14749508","9,714,724.14749508","$381,041,998"
215,0G,0G,$1.77,0.03%,0.78%,-5.34%,-65.52%,"$37,775,332","213,199,722","1,000,000,000","$376,952,206"
216,Fartcoin,FARTCOIN,$0.375089,0.29%,4.50%,3.73%,-39.61%,"$93,668,989","999,982,770.25854695","999,982,770.25854695","$374,768,849"
217,DeXe,DEXE,$6.54,-0.23%,2.23%,-1.78%,-35.77%,"$8,073,825","57,103,774.56313077","96,504,599.33609451","$373,613,894"
218,Spiko EU T-Bills Money Market Fund,EUTBL,$1.21,0.03%,0.17%,-0.26%,-0.71%,$0,"308,337,489.24406999","308,337,489.24406999","$373,487,583"
219,Walrus,WAL,$0.251623,-0.78%,-1.50%,23.46%,-35.17%,"$4,233,557,423","1,478,958,333","5,000,000,000","$372,809,134"
220,Helium,HNT,$1.99,0.17%,-2.26%,6.58%,-14.64%,"$13,104,148","186,321,438.090597","223,000,000","$371,859,840"
221,Savings Dai,SDAI,$1.17,0.00%,0.01%,0.04%,0.15%,"$392,060","318,374,731.34757233","318,374,731.34757233","$371,639,457"
222,Olympus,OHM,$22.58,0.07%,-0.61%,1.12%,0.94%,"$370,695","16,376,217.36631088","20,971,445.07394437","$369,625,083"
223,Compound,COMP,$37.73,-0.08%,2.09%,12.28%,-10.05%,"$22,697,373","9,722,232.15890721","10,000,000","$366,795,235"
224,NEO,NEO,$5.15,0.32%,-0.14%,1.73%,-14.30%,"$14,029,030","70,530,000","100,000,000","$362,875,123"
225,Telcoin,TEL,$0.00380496,-0.16%,0.79%,0.49%,-11.38%,"$1,205,630","95,077,235,366.71000671","100,000,000,000","$362,331,670"
226,Unit Bitcoin,UBTC,"$110,551",-0.19%,0.50%,3.67%,-2.94%,"$76,932,503","3,272.75993401","20,999,999.99993401","$361,743,182"
227,Kinetiq Earn Vault,VKHYPE,$39.57,0.35%,-0.25%,12.22%,-13.23%,"$467,793","9,161,324.35450281","9,161,324.35450281","$361,403,001"
228,Ethena Staked ENA,SENA,$0.469816,0.06%,-0.57%,8.22%,-26.49%,"$392,323","762,975,530.91037309","762,975,530.91037309","$358,459,056"
230,ETHPlus,ETH+,"$4,146.81",0.19%,2.25%,2.61%,-5.68%,"$816,377","85,988.27015453","85,988.27015453","$356,576,437"
229,Zebec Network,ZBCN,$0.00376007,-1.19%,6.23%,-2.98%,-4.62%,"$16,550,573","94,826,746,074.89639282","99,997,662,067.97639465","$356,533,259"
231,Fluid,FLUID,$4.55,0.11%,0.84%,-2.00%,-34.89%,"$4,021,210","77,753,292.53490426","100,000,000","$353,692,606"
232,Reservoir srUSD,SRUSD,$1.1,-0.02%,0.09%,0.11%,0.66%,$140.93,"319,615,044.40006959","319,615,044.40006959","$352,969,617"
233,Wormhole,W,$0.07296,0.18%,0.30%,-0.16%,-31.07%,"$26,195,140","4,826,119,128","10,000,000,000","$352,300,006"
234,Treehouse ETH,TETH,"$4,804.63",0.18%,2.45%,2.89%,-5.48%,"$1,536,073","72,123.4785488","72,123.4785488","$346,261,598"
235,Gnosis,GNO,$128.98,0.39%,2.08%,3.93%,-6.31%,"$6,675,123","2,639,589","3,000,000","$340,462,644"
236,AtomOne,ATONE,$2.77,4.09%,17.48%,-8.94%,1490.51%,"$1,032,410","121,747,435.46903899","133,555,347.129039","$337,320,810"
237,Reserve Rights,RSR,$0.0055429,0.02%,1.03%,-9.74%,-8.41%,"$25,300,225","60,760,670,008","100,000,000,000","$336,861,993"
238,Loaded Lions,LION,$0.01095989,-0.16%,3.68%,-0.77%,-32.71%,"$1,188,772","30,623,593,274","100,000,000,000","$336,378,476"
239,Drift Staked SOL,DSOL,$222.46,0.54%,1.16%,5.50%,-9.53%,"$64,456","1,487,064.40348399","1,487,064.40348399","$330,810,928"
240,JUST,JST,$0.03306557,-0.25%,-1.28%,6.53%,1.25%,"$13,231,669","9,900,000,000","9,900,000,000","$327,369,527"
241,Bybit Staked SOL,BBSOL,$215.66,0.60%,1.83%,5.71%,-8.99%,"$1,271,238","1,517,255.13748857","1,517,255.13748857","$327,185,488"
242,Wrapped AVAX,WAVAX,$19.54,0.23%,1.12%,-2.14%,-43.50%,"$259,035,960","16,735,462.46501839","16,735,462.46501839","$326,726,025"
243,Chiliz,CHZ,$0.03246667,0.37%,1.53%,-1.12%,-19.49%,"$34,429,250","10,061,029,960","10,061,029,960","$326,626,474"
244,Mantle Bridged WETH (Mantle),WETH,"$3,932.34",0.08%,2.43%,2.74%,-5.73%,"$3,556,404","82,211.48833338","82,211.48833338","$323,110,247"
245,Onyxcoin,XCN,$0.0088505,-0.16%,0.46%,1.49%,-21.10%,"$8,967,395","35,760,261,322.62213135","48,402,432,408.48609161","$316,526,227"
246,Solv Protocol Staked BTC,XSOLVBTC,"$109,804",-0.00%,0.75%,3.95%,-2.02%,"$32,204","2,879.79513338","2,879.79513338","$316,212,209"
247,Binance-Peg BUSD,BUSD,$1.002,0.07%,0.10%,0.07%,-6.72%,"$2,651,648","312,477,997.50952679","312,477,997.50952679","$313,112,316"
248,ARK,ARK,$39.73,-0.04%,1.26%,2.55%,9.07%,"$10,506,897","7,632,956.51472093","7,632,956.51472093","$303,295,051"
249,Toshi,TOSHI,$0.00071797,-0.32%,-0.35%,5.17%,-12.04%,"$19,464,949","420,690,000,000","420,690,000,000","$302,063,573"
250,THORChain,RUNE,$0.858288,0.33%,1.66%,2.11%,-28.02%,"$45,472,655","351,226,736","425,278,610","$301,379,563"
251,WEMIX,WEMIX,$0.648881,0.08%,-0.11%,7.77%,-9.52%,"$2,513,148","457,065,132.64299488","547,260,500.86523092","$296,575,282"
252,Staked Frax Ether,SFRXETH,"$4,439.92",0.18%,2.41%,2.88%,-5.91%,"$48,702","66,623.5245972","66,623.5245972","$295,803,212"
253,Legacy Frax Dollar,FRAX,$0.996208,0.01%,0.03%,-0.07%,-0.15%,"$5,523,790","292,056,763.94450599","292,056,763.94450599","$290,969,286"
254,eCash,XEC,$0.00001459,-0.04%,0.89%,2.83%,-20.02%,"$3,646,435","19,937,810,922,580","19,937,904,672,580","$290,882,123"
255,Useless Coin,USELESS,$0.291085,3.85%,-0.48%,-7.41%,70.97%,"$58,299,118","999,940,362.01999998","999,940,362.01999998","$290,250,320"
256,Cap USD,CUSD,$1,0.05%,0.18%,-0.03%,0.05%,"$27,812","289,367,796.7870881","289,367,796.7870881","$289,419,665"
257,EURC,EURC,$1.16,0.02%,0.08%,-0.23%,-0.84%,"$29,644,113","243,851,509.6002163","243,851,509.6002163","$283,415,134"
258,MultiversX,EGLD,$9.84,0.17%,1.45%,4.91%,-25.61%,"$11,610,396","28,729,866","28,729,866","$282,922,497"
259,Staked Stream USD,XUSD,$1.26,-0.07%,0.05%,0.22%,4.12%,"$1,026,646","223,603,651.10300899","223,603,651.10300899","$282,402,891"
260,Resolv USR,USR,$0.999404,-0.00%,-0.04%,-0.02%,-0.04%,"$1,130,645","282,100,987.13073379","282,100,987.13073379","$281,932,780"
261,Decred,DCR,$16.5,0.47%,1.90%,-1.20%,-0.64%,"$2,559,965","17,084,896.33077191","17,085,229.09416239","$281,770,024"
262,crvUSD,CRVUSD,$0.999739,0.05%,0.47%,-0.12%,-0.03%,"$23,338,688","280,154,005.4688462","280,154,005.4688462","$280,080,944"
263,Polygon Bridged WBTC (Polygon POS),WBTC,"$110,553",-0.20%,0.57%,3.63%,-2.76%,"$5,498,684","2,507.60844996","2,507.60844996","$277,181,625"
264,Cheems Token,CHEEMS,$0.00000136,0.23%,0.86%,-7.28%,14.73%,"$1,635,241","203,672,952,113,698.71875","203,672,952,113,698.71875","$275,833,826"
265,Midas mHYPER,MHYPER,$1.048,0.00%,0.05%,0.16%,1.50%,$0,"257,282,393.9319419","257,282,393.9319419","$269,511,921"
266,Brett,BRETT,$0.02702064,-0.08%,6.03%,1.44%,-37.13%,"$51,235,393","9,909,684,166.7457428","9,909,684,166.7457428","$267,951,852"
267,Meteora,MET,$0.556653,1.04%,5.00%,,,"$151,968,062","479,999,776.86351001","999,999,776.86351001","$267,065,933"
268,Axie Infinity,AXS,$1.6,0.12%,2.90%,3.75%,-28.35%,"$21,611,274","166,714,876.89677379","270,000,000","$266,569,037"
269,Stables Labs Staked USDX,SUSDX,$1.11,-0.04%,1.55%,1.15%,1.08%,"$31,243","238,685,137.4592863","238,685,137.4592863","$265,382,813"
270,Noble USDC,USDC.N,$0.99899,-0.24%,0.08%,-0.12%,-0.18%,"$1,115,450","265,584,864.53722501","265,584,864.53722501","$265,280,093"
271,Four,FORM,$0.692895,-0.64%,-4.84%,-20.71%,-40.11%,"$46,052,823","381,867,255.13999999","572,301,922.10000002","$264,544,673"
272,Ronin,RON,$0.380247,0.16%,1.94%,2.94%,-21.52%,"$3,250,923","693,121,119.96378124","1,000,000,000","$263,799,250"
273,dYdX,DYDX,$0.332127,0.04%,3.87%,1.55%,-46.95%,"$9,514,486","790,379,768.52750611","958,342,751","$262,325,880"
274,Beam,BEAM,$0.00510473,-0.30%,2.06%,-1.34%,-34.00%,"$10,201,523","51,300,184,687","58,470,184,687","$261,926,410"
275,Cognify,SN115,"$1,762.47",0.00%,0.00%,0.00%,0.00%,$0,"147,888.4142365","147,888.4142365","$260,648,616"
276,Basic Attention,BAT,$0.171024,-0.25%,-1.49%,-3.65%,15.26%,"$17,657,181","1,495,696,056.95260572","1,500,000,000","$255,802,726"
277,Terra Luna Classic,LUNC,$0.00004617,-0.68%,2.68%,16.08%,-16.89%,"$10,444,496","5,496,113,160,569.55664062","6,485,231,457,971.84863281","$253,799,536"
278,KAITO,KAITO,$1.05,0.28%,0.06%,1.88%,1.19%,"$14,316,793","241,388,889","1,000,000,000","$253,329,713"
279,cWBTC,CWBTC,"$2,222.15",-0.07%,0.70%,3.85%,-2.64%,$0,"113,192.98922849","113,192.98922849","$251,371,708"
280,Arweave,AR,$3.83,-0.63%,-2.93%,-1.79%,-35.78%,"$24,869,687","65,454,185.5381511","65,454,185.5381511","$251,076,669"
281,RealLink,REAL,$0.074148,0.09%,1.10%,16.98%,15.01%,"$25,399,428","3,362,003,975","3,362,003,975","$249,100,379"
282,Berachain,BERA,$1.92,0.94%,-5.83%,6.00%,-30.04%,"$40,254,489","129,479,307.1822354","511,999,174.83681363","$248,304,170"
283,1INCH,1INCH,$0.177055,-0.03%,1.64%,2.90%,-26.30%,"$12,032,714","1,398,862,101.92813206","1,499,999,999.99699998","$247,699,104"
284,Keeta,KTA,$0.570824,-0.44%,2.32%,103.69%,-26.82%,"$14,193,187","434,644,929.50136667","1,000,000,000","$247,601,723"
285,SuperVerse,SUPER,$0.388459,0.15%,0.91%,1.11%,-27.61%,"$8,918,481","628,414,545","1,000,000,000","$244,183,560"
286,Undeads Games,UDS,$2.37,-0.21%,-0.70%,-2.56%,44.58%,"$1,365,537","102,143,857.625","250,000,000","$242,289,166"
287,Sui Bridged USDT (Sui),SBUSDT,$1.001,0.02%,0.01%,0.00%,0.02%,"$294,414,083","242,030,629.52991","242,030,629.52991","$242,192,626"
288,ZKsync,ZK,$0.03324435,-0.41%,-0.37%,-8.05%,-34.92%,"$11,684,989","7,231,769,682.37181759","21,000,000,000","$240,422,517"
289,Blockchain Capital,BCAP,$26.27,0.00%,0.00%,0.00%,-4.68%,$0,"9,111,865","9,111,865","$239,368,694"
290,Core,CORE,$0.234611,0.49%,0.03%,-1.80%,-42.40%,"$8,655,063","1,015,104,145.78357005","2,100,000,000","$238,154,573"
291,Aster USDF,USDF,$0.998558,-0.02%,-0.05%,0.00%,-0.02%,"$2,147,711","237,890,183.05713919","237,890,183.05713919","$237,562,387"
292,Linea,LINEA,$0.01533174,-0.02%,-1.59%,-14.51%,-48.08%,"$64,694,020","15,482,147,850","72,009,990,000","$237,345,095"
293,Resolv wstUSR,WSTUSR,$1.12,0.05%,0.03%,0.15%,0.50%,"$1,275,664","210,904,916.4277139","210,904,916.4277139","$235,255,283"
294,Livepeer,LPT,$5.11,-0.13%,4.09%,5.51%,-18.10%,"$27,351,749","45,837,706.63490865","45,837,706.63490865","$234,394,870"
295,Fidelity Digital Interest Token,FDIT,$1,0.00%,0.00%,0.00%,0.00%,$0,"230,953,588.16","230,953,588.16","$230,953,588"
296,AIOZ Network,AIOZ,$0.188996,0.75%,0.68%,-3.69%,-34.80%,"$8,208,099","1,206,725,269.21868992","1,212,055,975.38083005","$227,811,022"
297,Plume,PLUME,$0.072115,0.08%,2.38%,-0.35%,-30.60%,"$17,742,285","3,135,813,492","10,000,000,000","$226,140,291"
298,Creditcoin,CTC,$0.454388,0.10%,2.88%,2.65%,-20.98%,"$8,564,400","496,416,053","599,999,997","$225,535,290"
299,币安人生 (BinanceLife),币安人生,$0.222882,-0.27%,-4.62%,29.55%,,"$36,040,388","1,000,000,000","1,000,000,000","$224,463,985"
300,Slash Vision Labs,SVL,$0.04534894,0.87%,5.64%,1.75%,25.11%,"$1,290,613","4,939,640,210.64000034","10,000,000,000","$224,073,887"
301,OpenEden OpenDollar,USDO,$0.99995,0.07%,0.20%,0.10%,0.27%,"$4,870.5","222,783,448.27454251","222,783,448.27454251","$222,772,343"
302,USDa,USDA,$0.993084,-0.01%,-0.11%,-0.25%,0.23%,$46.87,"222,738,713.01718849","222,738,713.01718849","$221,124,901"
303,MX,MX,$2.37,0.18%,1.91%,0.83%,-10.48%,"$29,749,885","92,456,834","411,206,834","$219,445,596"
304,Moca Network,MOCA,$0.054116,0.35%,4.40%,1.88%,-23.96%,"$8,083,504","3,952,565,419.18249989","8,888,888,888","$213,897,178"
305,SoSoValue,SOSO,$0.776716,0.46%,2.01%,7.43%,11.97%,"$12,438,030","274,766,576","1,000,000,000","$213,415,537"
306,Binance-Peg SOL,SOL,$193.55,0.52%,1.82%,6.36%,-9.57%,"$6,418,976","1,100,000.099999","1,100,000.099999","$213,182,276"
307,USX,USX,$1,-0.01%,-0.02%,-0.00%,,"$5,436,289","212,672,122.76289701","212,672,122.76289701","$212,755,761"
308,Avantis,AVNT,$0.818642,-3.42%,25.00%,65.47%,-61.42%,"$317,059,799","258,205,903.14667922","1,000,000,000","$212,292,368"
309,Concordium,CCD,$0.01811226,-0.53%,0.20%,-1.96%,74.67%,"$516,722","11,712,848,152.28256035","14,153,058,636.15600014","$212,151,005"
310,Origin Ether,OETH,"$3,931.85",0.10%,2.36%,2.67%,-5.73%,"$707,371","53,809.79377428","53,809.79377428","$211,571,880"
311,Qtum,QTUM,$1.99,0.30%,1.22%,4.84%,-11.19%,"$12,998,263","105,863,054","107,822,406","$211,152,447"
312,Venom,VENOM,$0.099582,-0.01%,1.59%,-7.34%,-28.79%,"$169,261","2,110,950,838.88624406","7,320,842,217.64000034","$210,212,846"
313,Saros,SAROS,$0.080055,0.95%,-41.22%,-65.37%,-80.19%,"$29,553,984","2,624,999,826","10,000,000,000","$209,577,909"
315,Universal BTC,UNIBTC,"$110,110",0.09%,0.88%,4.02%,-2.65%,"$176,840","1,892.99268606","1,892.99268606","$208,100,459"
314,Amp,AMP,$0.00246946,-0.35%,1.89%,-2.13%,-22.69%,"$9,219,167","84,231,346,590.28669739","99,669,205,039.99000549","$208,015,242"
316,StandX DUSD,DUSD,$0.999307,-0.02%,-0.06%,-0.05%,-0.09%,"$12,468,967","207,449,718.17593899","207,449,718.17593899","$207,305,975"
317,DeepBook,DEEP,$0.082882,1.39%,3.53%,2.39%,-28.16%,"$14,464,344","2,500,000,000","10,000,000,000","$207,113,769"
318,Movement,MOVE,$0.072978,0.13%,0.50%,-2.90%,-38.09%,"$13,759,098","2,800,000,000","10,000,000,000","$204,331,762"
319,Axelar,AXL,$0.190744,0.52%,0.79%,-1.12%,-38.89%,"$7,415,405","1,058,403,926.11173701","1,220,523,395.12600994","$201,886,282"
320,Midas msyrupUSDp,MSYRUPUSDP,$1.008,0.00%,0.02%,0.16%,1007029424361.74%,$0,"199,999,099.52195829","199,999,099.52195829","$201,638,648"
321,Compounding OpenDollar,CUSDO,$1.03,0.03%,0.08%,-0.13%,0.35%,"$391,924","193,794,149.92916021","193,794,149.92916021","$199,542,286"
322,SOON,SOON,$0.730383,-0.19%,-3.37%,-9.58%,106.97%,"$66,909,079","272,766,793.31006444","982,144,815.75450885","$199,381,361"
323,Polygon Bridged weETH (Katana),WEETH,"$4,242.43",0.59%,2.25%,2.33%,,"$18,071.92","46,451.10216655","46,451.10216655","$197,066,162"
324,Snek,SNEK,$0.00261575,-0.20%,0.93%,-9.31%,-32.53%,"$3,284,872","74,675,091,518","75,276,044,382","$195,307,340"
325,Succinct,PROVE,$0.999499,0.60%,13.02%,30.08%,26.00%,"$100,829,950","195,000,000","1,000,000,000","$194,176,568"
326,Horizen,ZEN,$11.04,0.02%,3.70%,-2.82%,65.97%,"$41,077,064","17,567,367.87566864","21,000,000","$194,005,257"
327,Legacy Token,LGCT,$1.84,0.31%,0.15%,-4.49%,-4.60%,"$3,401,427","106,079,066.79177713","300,000,000","$192,538,738"
328,SafePal,SFP,$0.384376,0.24%,1.37%,3.44%,-25.51%,"$2,358,273","500,000,000","500,000,000","$192,189,881"
329,EOS,EOS,$0.29278,0.40%,2.15%,3.84%,-30.80%,"$177,904","653,077,433.11740005","2,100,000,000","$191,207,794"
330,Kinesis Gold,KAU,$132.33,-0.03%,-0.10%,-3.25%,10.36%,"$200,249","1,434,980.5846","1,434,980.5846","$189,897,538"
331,Tradable NA Rent Financing Platform SSTN,PC0000031,$1,0.00%,0.00%,0.00%,0.00%,$0,"189,500,000","189,500,000","$189,500,000"
332,Kamino,KMNO,$0.061213,0.98%,2.53%,-7.69%,-14.24%,"$15,897,941","3,083,561,763.25","9,999,962,861.36075211","$188,884,415"
333,LayerZero,ZRO,$1.7,-0.11%,-1.42%,-0.63%,-23.15%,"$27,935,037","111,152,854.20763355","1,000,000,000","$188,708,683"
334,Theta Fuel,TFUEL,$0.02626581,0.32%,-0.54%,2.33%,-17.51%,"$998,543","7,109,749,136","7,109,792,089","$186,562,345"
335,Kinesis Silver,KAG,$48.83,-0.09%,-0.70%,-6.08%,10.43%,"$257,599","3,820,061.6828","3,820,061.6828","$186,548,325"
336,Drift Protocol,DRIFT,$0.486804,-0.06%,0.71%,-2.34%,-40.61%,"$13,779,933","382,314,670.274611","1,000,000,000","$186,095,571"
337,Arkham,ARKM,$0.361448,-0.06%,2.13%,2.71%,-34.62%,"$31,162,089","514,303,874","1,000,000,000","$185,900,785"
338,Convex Finance,CVX,$2.23,-0.14%,-0.41%,-3.78%,-34.55%,"$8,865,983","81,990,703.72425415","99,929,974.72243275","$182,984,114"
339,Ecoreal Estate,ECOREAL,$0.321605,0.53%,1.55%,0.41%,2.90%,"$824,734","566,623,447.40301514","1,000,000,000","$181,770,543"
340,Kusama,KSM,$10.53,0.15%,-1.22%,0.14%,-26.53%,"$9,696,872","17,228,378.15788626","17,228,378.15788626","$181,417,161"
341,Rekt,REKT,$0.00000043,0.29%,1.93%,1.94%,-31.83%,"$2,127,806","420,690,000,000,000","420,690,000,000,000","$180,357,983"
342,MetaDAO,META,$7.88,-3.82%,-9.62%,33.57%,391.76%,"$4,805,663","22,835,659.993601","22,835,659.993601","$179,853,331"
343,Sahara AI,SAHARA,$0.078302,0.16%,1.83%,4.93%,-3.32%,"$20,009,971","2,292,812,500","10,000,000,000","$179,669,104"
344,Cronos Bridged USDC (Cronos),USDC,$0.998977,-0.39%,-0.10%,-0.01%,-0.41%,"$575,725","179,445,548.315541","179,445,548.315541","$179,211,534"
345,Golem,GLM,$0.178797,0.24%,-0.57%,3.71%,-21.20%,"$5,766,558","1,000,000,000","1,000,000,000","$178,777,525"
346,Sky Coin,XSO,$0.00017785,-0.01%,-0.05%,-0.44%,,$13.31,"1,000,000,000,000","1,000,000,000,000","$177,855,148"
347,Akash Network,AKT,$0.632683,0.20%,-1.43%,-6.90%,-39.25%,"$5,136,724","280,858,731.50364703","280,928,458.947335","$177,707,863"
348,Phantom Staked SOL,PSOL,$201.21,0.64%,1.90%,5.78%,-8.96%,"$2,995,586","880,178.6839827","880,178.6839827","$176,927,602"
349,Qubic,QUBIC,$0.0000014,0.74%,7.59%,-3.26%,-12.75%,"$3,440,739","126,233,031,892,682","159,270,734,233,395","$176,187,719"
350,Prom,PROM,$9.63,0.41%,-1.22%,-2.56%,0.61%,"$6,149,976","18,250,000","19,250,000","$175,760,695"
351,Nexus Mutual,NXM,$88.64,0.17%,-3.34%,-0.88%,-2.94%,$0,"1,974,749.64199011","1,974,749.64199011","$175,049,213"
352,Zano,ZANO,$11.57,0.45%,-3.82%,-0.90%,-6.44%,"$1,505,161","14,998,087.48","14,998,138.77","$173,300,307"
353,Mog Coin,MOG,$0.00000044,-0.42%,0.08%,0.89%,-36.73%,"$10,784,596","390,564,927,942,015.4375","390,564,927,942,015.4375","$173,174,643"
354,Baby Doge Coin,BABYDOGE,$0,-0.39%,-0.74%,2.61%,-17.54%,"$7,144,668","171,962,260,359,450,240","420,000,000,000,000,000","$173,113,778"
355,Dog (Bitcoin),DOG,$0.00172877,0.16%,1.69%,7.07%,-15.62%,"$4,155,906","100,000,000,000","100,000,000,000","$173,007,129"
356,Mashida,MSHD,$0.01745623,0.09%,-0.47%,4.50%,78.77%,"$37,287","10,000,000,000","10,000,000,000","$172,189,376"
357,Gas,GAS,$2.62,0.18%,1.27%,3.03%,-14.40%,"$3,391,055","65,093,580.54427269","65,093,580.54427269","$170,306,718"
358,0x Protocol,ZRX,$0.200116,0.48%,0.99%,2.33%,-17.97%,"$15,588,151","848,396,562.90683603","1,000,000,000","$169,607,350"
359,Tokenize Xchange,TKX,$2.12,0.12%,1.46%,1.96%,-56.10%,"$3,633.73","79,995,997.76037452","100,000,000","$169,245,912"
